"SA2,""latitude.y"",""longitude.y"""
"Stafford Heights,-27.3966805,153.008798533489"
"Wavell Heights,-27.393814,153.047336214024"
"Boondall,-27.3501466,153.065654"
"Brisbane Airport,-27.38762125,153.121582035249"
"Eagle Farm - Pinkenba,-27.4244623,153.1179763"
"Northgate - Virginia,-27.38788245,153.06925555"
"Nudgee - Banyo,-27.3843045,153.089349446932"
"Nundah,-27.400662,153.063771785843"
"Bracken Ridge,-27.317662,153.033935763274"
"Brighton (Qld),-27.296277,153.057992552144"
"Deagon,-27.3278415,153.058929171655"
"Sandgate - Shorncliffe,-27.33007315,153.080018712196"
"Taigum - Fitzgibbon,-27.3361653,153.042896895337"
"Zillmere,-27.358573,153.0366768"
"Camp Hill,-27.4942385,153.0771926"
"Cannon Hill,-27.472393,153.092742288929"
"Carina,-27.4872985,153.100036254864"
"Carina Heights,-27.5062285,153.093078123465"
"Carindale,-27.5032764,153.1040678"
"Annerley,-27.5126515,153.032583841287"
"Coorparoo,-27.4962028,153.0595973"
"Fairfield - Dutton Park,-30.6811514,151.9576116"
"Greenslopes,-27.5088321,153.0529626"
"Holland Park,-27.519475,153.073259729186"
"Holland Park West,-27.52633,153.063172925339"
"Woolloongabba,-27.492785,153.038301994591"
"Yeronga,-27.517806,153.0168916"
"Eight Mile Plains,-27.5804725,153.088404387001"
"Macgregor (Qld),-27.5630665,153.07243423084"
"Mansfield (Qld),-27.5328955,153.103156032012"
"Mount Gravatt,-27.5386205,153.072937485545"
"Rochedale - Burbank,-27.56764675,153.14435545"
"Upper Mount Gravatt,-27.5557025,153.080767400829"
"Wishart,-27.5514355,153.1031592"
"Coopers Plains,-27.566855,153.036721191943"
"Moorooka,-27.5357999,153.0201543"
"Robertson,-27.5647285,153.0576815"
"Salisbury - Nathan,-31.15847845,145.83203555"
"Tarragindi,-27.52633,153.044107518745"
"Algester,-27.6109526,153.0315999"
"Calamvale - Stretton,-27.6147662,153.061115479855"
"Pallara - Willawong,-27.61110115,153.011823223954"
"Parkinson - Drewvale,-27.6420011,153.04255365"
"Rocklea - Acacia Ridge,-27.5652214,153.01965705"
"Kuraby,-27.6047543,153.0982186"
"Runcorn,-27.5925791,153.0688031"
"Sunnybank,-27.5752834,153.0557235"
"Sunnybank Hills,-27.5991376,153.0486182"
"Jindalee - Mount Ommaney,-27.54326935,152.94022287263"
"Middle Park - Jamboree Heights,-27.5554083,152.92784615"
"Riverhills,-27.5619845,152.908790672117"
"Seventeen Mile Rocks - Sinnamon Park,-27.5401984410826,152.954116843033"
"Westlake,-27.5490515,152.912153356797"
"Bellbowrie - Moggill,-27.562419,152.8868893"
"Brookfield - Kenmore Hills,-27.50601395,152.932904692579"
"Chapel Hill,-27.4994565,152.949759870192"
"Fig Tree Pocket,-27.5292959,152.962094899695"
"Kenmore,-27.515645,152.937661005681"
"Pinjarra Hills - Pullenvale,-27.528442,152.90218955"
"Chelmer - Graceville,-27.511992,152.9727635"
"Corinda,-27.5430495,152.98436961423"
"Indooroopilly,-27.5065612,152.982277685973"
"Sherwood,-27.530861,152.9826097"
"St Lucia,-27.4989435,153.006498419918"
"Taringa,-27.4952415,152.985403483162"
"Enoggera,-27.4263185,152.974322146648"
"Enoggera Reservoir,-27.430225,152.865915694679"
"Keperra,-27.4125045,152.952215211172"
"Mitchelton,-27.4116762,152.9759985"
"Mount Coot-tha,-27.47608,152.949605755804"
"The Gap,-27.4436425,152.945360472906"
"Upper Kedron - Ferny Grove,-27.4098148982929,152.924311146838"
"Brisbane City,-27.470301,153.025818691592"
"Fortitude Valley,-27.4572735,153.036266277277"
"Highgate Hill,-27.4878705,153.017982198113"
"Kangaroo Point,-27.473864,153.036784651744"
"New Farm,-27.466589,153.046936313589"
"South Brisbane,-27.479264,153.020077427922"
"Spring Hill,-27.4614416,153.0257338"
"West End,-27.4823925,153.005931636926"
"Balmoral,-27.456752,153.068707645003"
"Bulimba,-27.4491865,153.060486606009"
"East Brisbane,-27.483124,153.046431230066"
"Hawthorne,-27.4623063,153.0598051"
"Morningside - Seven Hills,-30.618813,152.00907495"
"Norman Park,-27.480455,153.0641069"
"Albion,-27.4302232,153.0420578"
"Alderley,-27.4232196,153.0008299"
"Ascot,-27.429703,153.063890727865"
"Clayfield,-27.4182154,153.0578224"
"Grange,-34.8991361,138.498079"
"Hamilton (Qld),-27.439467,153.064231594828"
"Hendra,-27.4175215,153.070544798549"
"Kelvin Grove - Herston,-27.44568175,153.009036093862"
"Newmarket,-37.78744285,144.929001285318"
"Newstead - Bowen Hills,-27.4458695,153.0417328"
"Wilston,-27.436212,153.0191922"
"Windsor,-33.6055342,150.821953"
"Wooloowin - Lutwyche,-27.416809,153.036587"
"Ashgrove,-27.44306,152.982764873153"
"Auchenflower,-27.474471,152.994917615502"
"Bardon,-27.4595395,152.977650167374"
"Paddington - Milton,-27.4588235,152.997861947924"
"Red Hill (Qld),-27.452228,153.000915366417"
"Toowong,-27.478974,152.985324110784"
"Tamborine - Canungra,-28.0070310006181,153.177138957359"
"Darra - Sumner,-27.56548385,152.942026"
"Durack,-27.591662,152.985997"
"Inala - Richlands,-27.58001515,152.964109694377"
"Oxley (Qld),-27.5610735,152.973695896017"
"Wacol,-27.589173,152.9243501"
"Boonah,-27.991084,152.696215390449"
"Esk,-27.2398683,152.4220194"
"Lake Manchester - England Creek,-27.4076875,152.7384369"
"Lowood,-27.4684925,152.565251727789"
"Rosewood,-35.6723934,147.8637459"
"Brassall,-27.5917295,152.736587910939"
"Bundamba,-27.6044365,152.811488135953"
"Churchill - Yamanto,-27.6552064,152.748099724305"
"Ipswich - Central,-27.6164407,152.763090382586"
"Ipswich - East,-27.6064915,152.776041142395"
"Ipswich - North,-27.5945435,152.759945681242"
"Karalee - Barellan Point,-27.56533325,152.8345886"
"Karana Downs,-27.542751,152.823342299512"
"Leichhardt - One Mile,-27.627155,152.7434793"
"North Ipswich - Tivoli,-27.59173675,152.765733161471"
"Raceview,-27.637986,152.773142788749"
"Ripley,-27.6720355,152.779332762561"
"Riverview,-33.823207,151.1600134"
"Camira - Gailes,-27.6111308,152.9156891"
"Collingwood Park - Redbank,-27.60489285,152.871862524509"
"Goodna,-27.608852,152.892772744383"
"New Chum,-27.6173105,152.834994716286"
"Redbank Plains,-27.6513182,152.8479458"
"Springfield,-27.6557635,152.911726387124"
"Springfield Lakes,-27.6826685,152.920269829839"
"Beaudesert,-27.9885617,152.9961186"
"Beenleigh,-27.7174025,153.2044387"
"Eagleby,-27.7030065,153.21814276512"
"Edens Landing - Holmview,-27.7111283,153.174757173852"
"Mount Warren Park,-27.7307865,153.205197486794"
"Wolffdene - Bahrs Scrub,-27.7606562,153.17256655"
"Boronia Heights - Park Ridge,-27.6943327,153.027288402769"
"Browns Plains,-27.662885,153.051605500748"
"Chambers Flat - Logan Reserve,-27.757959,153.092730837882"
"Crestmead,-27.689416,153.0914486"
"Hillcrest,-34.8625153,138.643046"
"Marsden,-27.6755473,153.103837"
"Munruben - Park Ridge South,-27.7369216,153.0313955"
"Regents Park - Heritage Park,-30.78253665,152.04278945"
"Logan Village,-27.789359,153.116877936641"
"Bethania - Waterford,-27.7043465,153.1581481"
"Cornubia - Carbrook,-27.6499445,153.233101"
"Loganholme - Tanah Merah,-27.67691225,153.1809729"
"Loganlea,-27.6731622,153.137161"
"Shailer Park,-27.6524382,153.1727858"
"Waterford West,-27.6910154,153.125553"
"Daisy Hill,-27.643611,153.1538113"
"Kingston (Qld),-27.6557421,153.1196351"
"Logan Central,-27.6412988,153.1072741"
"Rochedale South - Priestdale,-27.60334835,153.14810015"
"Slacks Creek,-27.638501,153.128712861482"
"Springwood,-33.7017613,150.5655467"
"Underwood,-27.6070295,153.1123282"
"Woodridge,-31.3357031,115.5984703"
"Beachmere - Sandstone Point,-27.1055629,153.08938855"
"Bribie Island,-26.9644799,153.120238037314"
"Burpengary - East,-27.1416507,152.9997532"
"Caboolture - South,-27.093826,152.9502117"
"Elimbah,-27.0113727,152.9438"
"Morayfield - East,-27.1167037,152.965622621557"
"Wamuran,-27.0392726,152.8607233"
"Kilcoy,-26.9417175,152.561156995368"
"Woodford - D'Aguilar,-26.9632249,152.78061764961"
"Burpengary,-27.1548645,152.9708226"
"Deception Bay,-27.1931635,153.0274736"
"Morayfield,-27.1102549,152.948924"
"Narangba,-27.2027145,152.9592212"
"Upper Caboolture,-27.1162759,152.9014219"
"Clontarf,-33.8061118,151.2540508"
"Margate - Woody Point,-27.24553385,153.11148584891"
"Redcliffe,-27.2268785,153.1129973"
"Rothwell - Kippa-Ring,-27.2202392,153.0655787"
"Albany Creek,-27.353639,152.968471281096"
"Cashmere,-27.2988918,152.9122352"
"Dayboro,-27.1959179,152.8245404"
"Eatons Hill,-27.3408195,152.938442368576"
"The Hills District,-33.76224,151.00613"
"Samford Valley,-27.3708125,152.855807260282"
"Murrumba Downs - Griffin,-27.26397815,153.0187519"
"Bray Park,-27.2925612,152.9620596"
"Lawnton,-27.2826166,152.9808511"
"Petrie,-27.2647744,152.9659901"
"Strathpine - Brendale,-27.3085748,152.985543675"
"North Stradbroke Island,-27.5647329,153.44873819513"
"Southern Moreton Bay Islands,-27.7829015,153.403462656496"
"Doolandella,-27.6170218,152.982537"
"Forest Lake - Ellen Grove,-27.61947845,152.95830965"
"Augustine Heights - Brookwater,-27.6587165,152.88765385"
"Bellbird Park,-27.6367635,152.8886859"
"Flagstone (East) - Riverbend,-26.414886,143.98249615"
"Flagstone (West) - New Beith,-27.9329244,153.1857829"
"Greenbank - North Maclean,-27.7614400496044,152.996406998785"
"Jimboomba - Glenlogan,-27.8278309,153.0113903"
"Yarrabilba,-27.8030098,153.1081584"
"Caboolture - West,NA,NA"
"Moreton Island,-27.19264975,153.394317964255"
"Scarborough - Newport,-34.86914525,130.3213868"
"Dakabin,-27.2275114,152.9845805"
"Kallangur,-27.2508529,152.9927887"
"Mango Hill,-27.2394237,153.0346031"
"North Lakes,-27.2381221,153.017699"
"Brisbane Region nfd,-25,135"
"Ashfield - Kepnock,-29.38213185,151.7536475"
"Bargara - Burnett Heads,-24.7905689,152.4363386"
"Branyan - Kensington,-24.92002515,152.284109476853"
"Bundaberg,-24.8653253,152.3516785"
"Bundaberg East - Kalkie,-24.8607670965583,152.387450169702"
"Bundaberg North - Gooburrum,-24.8294584,152.3077966"
"Bundaberg Surrounds - North,NA,NA"
"Bundaberg Surrounds - South,NA,NA"
"Millbank - Avoca,-24.8788656,152.3143538"
"Svensson Heights - Norville,-24.88234645,152.34042316922"
"Walkervale - Avenell Heights,-24.88587085,152.36228045"
"Gayndah - Mundubbera,-25.6360471353402,151.540295677009"
"Gin Gin,-24.9756005,151.952161399532"
"Monto - Eidsvold,-25.3599869241359,151.120029206561"
"North Burnett,-25.2446655,151.173159127507"
"Bundaberg Region nfd,-25,135"
"Chinchilla,-26.7501005,150.622855567477"
"Goondiwindi,-28.463433,150.288615407955"
"Inglewood - Waggamba,-28.458891,150.67192585"
"Miles - Wandoan,-26.43265875,150.0266028"
"Tara,-27.248503,150.437021575488"
"Crows Nest - Rosalie,-27.3637422,152.52623555"
"Jondaryan,-27.3839245,151.58428073952"
"Millmerran,-27.878577,151.254201487048"
"Pittsworth,-27.7199303,151.6344713"
"Wambo,-32.599373,150.9178859"
"Clifton - Greenmount,-27.7841522529746,151.898841480392"
"Southern Downs - East,NA,NA"
"Southern Downs - West,NA,NA"
"Stanthorpe,-28.6559947,151.9338265"
"Stanthorpe Surrounds,-25,135"
"Warwick,-28.2163204,152.0327039"
"Lockyer Valley - East,NA,NA"
"Cambooya - Wyreema,-27.6863504550018,151.857437596258"
"Darling Heights,-27.5959638,151.9319469"
"Drayton - Harristown,-27.58762125,151.929941304579"
"Gatton,-27.5615314,152.2791353"
"Gowrie (Qld),-26.2299182,146.3162565"
"Highfields,-27.4517705,151.9462897"
"Lockyer Valley - West,NA,NA"
"Middle Ridge,-27.608132,151.966344636652"
"Newtown (Qld),-27.5553505,151.930411102299"
"North Toowoomba - Harlaxton,-27.5439816,151.9611155"
"Rangeville,-27.584957,151.97843"
"Toowoomba - Central,-27.5579762,151.957812896074"
"Toowoomba - East,-27.5608158,151.9672684"
"Toowoomba - West,-27.5569352,151.792758864432"
"Wilsonton,-27.5417175,151.917749447642"
"Kingaroy,-26.5412563,151.8394231"
"Kingaroy Surrounds - North,NA,NA"
"Kingaroy Surrounds - South,NA,NA"
"Nanango,-26.6764195,151.98517444866"
"Southern Queensland Country nfd,-25,135"
"Booral - River Heads,-25.3816365,152.9024042"
"Craignish - Dundowran Beach,-25.2827722,152.7475844"
"Pialba - Eli Waters,-25.284169294591,152.803056427792"
"Point Vernon,-25.2566045,152.812828052219"
"Torquay - Scarness - Kawungan,-29.6413990333333,150.0036807"
"Urangan - Wondunna,-25.302329,152.87997655"
"Burrum - Fraser,-25.2718196593548,152.569877486708"
"Granville,-33.8345097,151.0060111"
"Maryborough (Qld),-25.537583,152.7019182"
"Maryborough Surrounds - South,NA,NA"
"Tinana,-25.5448585,152.65943481292"
"Fraser Coast Region nfd,-25,135"
"Broadbeach Waters,-28.027218,153.416803195912"
"Burleigh Heads,-28.1021343,153.4395799"
"Burleigh Waters,-28.084684,153.435307930876"
"Mermaid Beach - Broadbeach,-28.0367568983197,153.43324421913"
"Mermaid Waters,-28.052458,153.421892248041"
"Miami,-28.069175,153.435082426488"
"Coolangatta,-28.170386,153.530448119912"
"Currumbin - Tugun,-28.1455764445601,153.481277689608"
"Currumbin Waters,-28.157286,153.461066389386"
"Elanora,-28.126998,153.4591428"
"Palm Beach,-33.6005473,151.3231536"
"Arundel,-27.940383,153.364323134339"
"Biggera Waters,-27.9303205,153.392028063874"
"Coombabah,-27.910307,153.369108747668"
"Labrador,-27.945764,153.400821698302"
"Paradise Point - Hollywell,-27.891192,153.388723"
"Runaway Bay,-27.912014,153.401022054165"
"Guanaba - Springbrook,-28.0621285,153.25423785"
"Currumbin Valley - Tallebudgera,-28.2393442231403,153.343978031867"
"Mudgeeraba - Bonogin,-28.1128042,153.344279107826"
"Reedy Creek - Andrews,-35.42648305,141.89359595"
"Carrara,-28.021166,153.369185581707"
"Highland Park,-28.0150275,153.333327009577"
"Nerang - Mount Nathan,-27.9611965064052,153.270759232599"
"Pacific Pines - Gaven,-27.94584425,153.3235492"
"Worongary - Tallai,-28.0547789404214,153.315198418911"
"Coomera,-27.84883,153.329696773952"
"Helensvale,-27.9089705,153.334832173222"
"Hope Island,-43.336959,147.042336354"
"Jacobs Well - Alberton,-27.721141607673,153.270561587364"
"Oxenford - Maudsland,-27.9215155,153.292292"
"Clear Island Waters,-28.042512,153.397489685152"
"Merrimac,-28.0514674,153.373997152562"
"Varsity Lakes,-28.0971316,153.3992325"
"Ashmore,-27.9881075,153.372423349578"
"Molendinar,-27.97371,153.36234699004"
"Parkwood,-32.0477841,115.9149833"
"Benowa,-28.010591,153.387886889592"
"Bundall,-28.012763,153.405805832645"
"Main Beach,-27.95846445,153.424614955935"
"Southport - North,NA,NA"
"Southport - South,-27.9725514,153.415546"
"Ormeau (East) - Stapylton,-27.76775055,153.260597"
"Ormeau (West) - Yatala,-27.7696677,153.25018885"
"Pimpama - North,NA,NA"
"Upper Coomera (South) - Wongawallan,-27.89445775,153.266964"
"Upper Coomera - North,NA,NA"
"Willow Vale - Pimpama (West),-27.8311025,153.27984435"
"Robina - East,NA,NA"
"Robina - West,-32.0874018334667,116.000091192846"
"Surfers Paradise - North,-27.992619,153.4292567"
"Surfers Paradise - South,NA,NA"
"Gold Coast Region nfd,-25,135"
"Broadsound - Nebo,-21.148256,149.17176175"
"Clermont,-22.8390195,147.155221730964"
"Moranbah,-22.0030414,148.0432658"
"Andergrove - Beaconsfield,-21.097549,149.1768866"
"East Mackay,-21.154184,149.197723149348"
"Eimeo - Rural View,-21.0640536633317,149.161369119306"
"Eungella Hinterland,-20.923965,148.416807112946"
"Mackay,-21.141956,149.1865149"
"Mackay Harbour,-21.1163955,149.212349042456"
"Mount Pleasant - Glenella,-27.9449166,144.09122225"
"North Mackay,-21.121369,149.182879847518"
"Ooralea - Bakers Creek,-21.19787175,149.15156945"
"Pioneer Valley,-21.15536285,148.736771177377"
"Sarina,-21.435808,149.164594330943"
"Seaforth - Calen,-27.3430891,149.9926203"
"Shoal Point - Bucasia,-21.0338613347566,149.157884108229"
"Slade Point,-21.0803655,149.212567530715"
"South Mackay,-21.1648165,149.17764857016"
"Walkerston - Eton,-21.2330375,149.0034689"
"West Mackay,-21.15070825,149.16303727767"
"Mackay Region nfd,-25,135"
"Ayr,-19.5758597,147.4044626"
"Burdekin,-19.8475855,147.219480369899"
"Charters Towers,-20.0714089,146.2709824"
"Dalrymple,-20.67301325,146.972029664469"
"Ingham,-18.6476374,146.1603448"
"Ingham Surrounds,-25,135"
"Palm Island,-18.726486,146.605785676245"
"Aitkenvale,-19.298758,146.769414918122"
"Annandale (Qld),-19.31014,146.784217047267"
"Belgian Gardens - Pallarenda,-19.2254069,146.7826282"
"Bohle Plains,-19.288899,146.673927102051"
"Condon - Rasmussen,-19.3411915,146.71991805"
"Cranbrook,-34.336207,117.343254362177"
"Douglas,-16.30935885,145.348527524078"
"Garbutt - West End,-19.2551496,146.784790944082"
"Gulliver - Currajong - Vincent,-23.4972973333333,136.468919066667"
"Heatley,-19.292374,146.754517935179"
"Hermit Park - Rosslea,-19.290137,146.8039638"
"Hyde Park - Pimlico,-26.5738331,149.0010415"
"Kelso,-33.4186157,149.605673"
"Kirwan - West,-30.6100285008654,117.091858397473"
"Magnetic Island,-19.1421421,146.833548564032"
"Mount Louisa,-19.276349,146.738363932197"
"Mundingburra,-19.2977765,146.786092029245"
"Northern Beaches,-33.6978586,151.2438809"
"Oonoonba,-19.296173,146.820459879059"
"South Townsville - Railway Estate,-19.26848475,146.82493395"
"Townsville - South,-19.260186,146.830598276792"
"Townsville City - North Ward,-19.2518805,146.8137246"
"Wulguru - Roseneath,-19.341778,146.81964355"
"Burdell - Mount Low,-19.2273835,146.68312285"
"Deeragun - Jensen,-19.25107425,146.6565424"
"Townsville Region nfd,-25,135"
"Balonne,-28.285835,147.943664359386"
"Roma,-26.5710356,148.7868137"
"Roma Surrounds,-25,135"
"Mount Isa,-20.7289898,139.4931522"
"Mount Isa Surrounds,-25,135"
"Northern Highlands,-37.1,145.4"
"Barcaldine - Blackall,-24.2959324,146.3862824"
"Charleville,-26.406265,146.2420417"
"Far Central West,-25,122"
"Far South West,-34.82034,138.70381"
"Longreach,-23.4378387,144.2586898"
"Banana,-24.809184,150.103783532208"
"Biloela,-24.3997711,150.5141867"
"Outback Queensland Region nfd,-25,135"
"Buderim - North,-26.66854285,153.067821901986"
"Buderim - South,-26.68900115,153.086911952746"
"Mountain Creek,-26.6998495,153.101348826143"
"Sippy Downs,-26.7257935,153.078370890551"
"Aroona - Currimundi,-26.7749695,153.11980445"
"Buddina - Minyama,-26.69499325,153.1273585"
"Caloundra - Kings Beach,-26.8016505,153.1374485"
"Golden Beach - Pelican Waters,-26.8240707,153.1104663"
"Moffat Beach - Battery Hill,-26.7861735,153.13296"
"Parrearra - Warana,-26.715375,153.1266927"
"Wurtulla - Birtinya,-26.75044275,153.12118425"
"Coolum Beach,-26.53284,153.069720562245"
"Marcoola - Mudjimba,-26.604241,153.097021545471"
"Maroochydore - Kuluin,-26.66035625,153.067896944228"
"Mooloolaba - Alexandra Headland,-26.6744008528231,153.099035801442"
"Noosa Heads,-26.40014,153.091049004655"
"Noosaville,-26.4248421,153.057509990727"
"Sunshine Beach,-26.4051292,153.1117838"
"Tewantin,-26.3920057,153.0391832"
"Beerwah,-26.8573095,152.960413671208"
"Caloundra Hinterland,-25,135"
"Glass House Mountains,-26.8992079,152.9562394"
"Landsborough,-26.809659,152.990740754308"
"Maroochy Hinterland,-28.0112438,153.4130309"
"Palmwoods,-26.692799,152.960860735285"
"Cooloola,-26.0212565,153.014000270598"
"Gympie - North,-26.1595375,152.683051"
"Gympie - South,-26.8114119727269,152.957542547832"
"Gympie Surrounds,-25,135"
"Kilkivan,-26.080292,152.247365180688"
"Peregian Beach - Marcus Beach,-26.4596722748058,153.097358509549"
"Peregian Springs,-26.4949465,153.068120107156"
"Bli Bli,-26.610295,153.021830048801"
"Diddillibah - Rosemount,-26.64002375,153.02065755"
"Eumundi - Yandina,-26.55822225,152.953945402965"
"Nambour,-26.6257326,152.959953"
"Noosa Hinterland,-25,135"
"Caloundra West - Baringa,-26.80720675,153.0901053"
"Meridan Plains - Little Mountain (North),-26.77343975,153.08918405"
"Sunshine Coast Region nfd,-25,135"
"Brinsmead,-16.8998615,145.714210341528"
"Clifton Beach - Kewarra Beach,-16.7725105,145.67057312621"
"Freshwater - Stratford,-35.86068485,149.1995502"
"Redlynch,-16.920676,145.698254987107"
"Trinity Beach - Smithfield,-25.31844425,148.3206113"
"Yorkeys Knob - Machans Beach,-16.8382645,145.7353866"
"Bentley Park,-17.0087127,145.7256165"
"Cairns City,-16.917757,145.775694614317"
"Earlville - Bayview Heights,-16.9549795,145.72589045"
"Edmonton,-17.0153465,145.740942986058"
"Gordonvale - Trinity,-21.90359045,149.41509615"
"Kanimbla - Mooroobool,-25.28677155,147.9691916"
"Lamb Range,-17.04674,145.67050801722"
"Manoora,-34.0005536,138.8174677"
"Manunda,-16.9196785,145.749717319796"
"Mount Sheridan,-16.988912,145.731351363906"
"Westcourt - Bungalow,-16.93323625,145.75549845"
"White Rock,-27.695191,152.850616826209"
"Whitfield - Edge Hill,-16.8865277,145.735356631281"
"Woree,-16.960466,145.744884856572"
"Babinda,-17.3442094,145.9234498"
"Innisfail,-17.5241605,146.0311385"
"Johnstone,-17.4898175,145.7182732"
"Tully,-17.9429225,145.928581574092"
"Wooroonooran,-17.362767,145.793606353032"
"Yarrabah,-17.0172815,145.874648919312"
"Daintree,-16.257322,145.33208993825"
"Port Douglas,-16.4845983,145.4636294"
"Atherton,-17.2667108,145.4768923"
"Herberton,-17.3897835,145.386943530371"
"Kuranda,-16.8209275,145.6332751"
"Malanda - Yungaburra,-17.2860637924208,145.613747177153"
"Mareeba,-16.9932257,145.4224301"
"Aurukun,-13.6020675,141.770684887928"
"Cape York,-10.6871474,142.5315554"
"Croydon - Etheridge,-18.53669005,142.8446363"
"Kowanyama - Pormpuraaw,-15.18808855,141.68386935"
"Northern Peninsula,-10.94377385,142.452537281222"
"Tablelands,-17.833448,145.270667784739"
"Torres,-10.39236595,142.240197739958"
"Torres Strait Islands,-10.2851069,142.2409061"
"Weipa,-12.6386641,141.8710861"
"Carpentaria,-17.321832,141.599798162434"
"Tropical North Queensland Region nfd,-25,135"
"Bowen,-20.012125,148.2462901"
"Collinsville,-33.4026676,139.228033301893"
"Airlie - Whitsundays,-20.2767241,148.727623913652"
"Cape Conway,-20.411147,148.777383576579"
"Proserpine,-20.4018085,148.5832137"
"Whitsundays Region nfd,-25,135"
"Central Highlands - East,NA,NA"
"Central Highlands - West,NA,NA"
"Emerald,-23.5263118,148.1618622"
"Berserker,-23.36487495,150.527947666819"
"Bouldercombe,-23.53295,150.485350640323"
"Emu Park,-23.2493245,150.812943483096"
"Frenchville - Mount Archer,-23.33464025,150.56579595"
"Glenlee - Rockyview,-23.27185665,150.4958855"
"Gracemere,-23.4576095,150.453490522133"
"Lakes Creek,-23.3736985,150.572646573195"
"Mount Morgan,-23.640206,150.401274671449"
"Norman Gardens,-23.3261245,150.538887678793"
"Park Avenue,-23.3572895,150.510000149237"
"Parkhurst - Kawana,-23.3219515,150.50424455"
"Rockhampton - West,-23.3849645,150.476252636852"
"Rockhampton City,-23.3792268,150.510296427316"
"Rockhampton Surrounds - East,NA,NA"
"Rockhampton Surrounds - North,NA,NA"
"Rockhampton Surrounds - West,NA,NA"
"Shoalwater Bay,-32.28783,115.69828"
"The Range - Allenstown,-29.31849815,144.5636064"
"Yeppoon,-23.1348035,150.7436625"
"Capricorn Region nfd,-25,135"
"Agnes Water - Miriam Vale,-24.2792665,151.7355763"
"Boyne Island - Tannum Sands,-23.9654467,151.340770482782"
"Callemondah,-23.831621,151.216282942237"
"Clinton - New Auckland,-29.0545934,144.6302055"
"Gladstone,-23.8431724,151.256132"
"Gladstone Hinterland,-25,135"
"Kin Kora - Sun Valley,-29.76079095,148.4114996"
"South Trees,-23.889844,151.295085774275"
"Telina - Toolooa,-23.8871605,151.26160105"
"West Gladstone,-23.858253,151.248146523622"
"Gladstone Region nfd,-25,135"
"Transit QLD,-27.573107,152.79167279223"
"Unknown Region QLD,-26.9581911,152.7815734"
"Offshore and Migratory QLD,-20,145"
"Adelaide,-34.9281805,138.5999312"
"North Adelaide,-34.9085015,138.5953502"
"Burnside - Wattle Park,-36.39175905,141.87578595"
"Beaumont - Glen Osmond,-34.95472795,138.6541472"
"Toorak Gardens,-34.9333315,138.6374925"
"Athelstone,-34.8714792,138.7054458"
"Paradise - Newton,-34.1288721,127.22246025"
"Rostrevor - Magill,-34.90145795,138.68341185"
"Norwood (SA),-34.9213467,138.6320869"
"Payneham - Felixstow,-34.89187775,138.6502614"
"St Peters - Marden,-34.8925054,138.635084700744"
"Nailsworth - Broadview,-34.8801548,138.61059095"
"Prospect,-34.8847056,138.601365536416"
"Walkerville,-34.8944851,138.611870667813"
"Goodwood - Millswood,-34.9559093,138.583811665951"
"Unley - Parkside,-34.9506574,138.6253274"
"Gawler - South,-34.6113607,138.7498301"
"Craigmore - Blakeview,-34.6874453577199,138.715277717914"
"Davoren Park,-34.6910694,138.6683869"
"Elizabeth,-34.7202612,138.6693371"
"Elizabeth East,-34.7260216,138.6815148"
"Munno Para West - Angle Vale,-34.6492305,138.6579582"
"One Tree Hill,-34.7186911,138.7656403"
"Smithfield - Elizabeth North,-34.2743329,144.8089442"
"Virginia - Waterloo Corner,-34.6893669,138.56416225"
"Enfield - Blair Athol,-34.8695242136846,138.599711400736"
"Windsor Gardens,-34.8655403,138.6543408"
"Dry Creek - North,-34.8190481450099,138.694956123587"
"Ingle Farm,-34.8275823,138.6454465"
"Para Hills,-34.8117394,138.6556036"
"Parafield,-34.796125,138.631086"
"Parafield Gardens,-34.7825552,138.6107321"
"Paralowie,-34.7570514,138.6081109"
"Salisbury,-34.7684459,138.611754618308"
"Salisbury East,-34.7764785,138.6721978"
"Salisbury North,-34.745959,138.6276437"
"Golden Grove,-34.7773871,138.7290659"
"Greenwith,-34.7651613,138.7106607"
"Highbury - Dernancourt,-33.95907615,127.9581179"
"Hope Valley - Modbury,-34.83963415,138.69056685"
"Modbury Heights,-34.8120502,138.6823423"
"Redwood Park,-34.8115495,138.7069525"
"St Agnes - Ridgehaven,-34.824665,138.7090736"
"Brighton (SA),-35.0184242,138.5223596"
"Glenelg (SA),-34.9803673,138.5143342"
"Edwardstown,-34.9802157,138.5694275"
"Hallett Cove,-35.0726467,138.5110652"
"Marino - Seaview Downs,-35.0460334,138.52683595"
"Mitchell Park,-37.5092095,143.777229215323"
"Morphettville,-34.9846034,138.5430906"
"Sheidow Park - Trott Park,-35.0752618,138.53376595"
"Warradale,-35.0073785,138.5355935"
"Belair,-34.9993826,138.625499"
"Bellevue Heights,-35.0301985,138.5831094"
"Blackwood,-35.0223835,138.6128068"
"Colonel Light Gardens,-34.9835849,138.5946908"
"Mitcham (SA),-35.0064455,138.626648791273"
"Panorama,-34.9998042,138.5972359"
"Aberfoyle Park,-35.0705635,138.6011311"
"Christie Downs,-35.1272875,138.4969434"
"Christies Beach,-35.1395801,138.4697587"
"Coromandel Valley,-35.0450223,138.6236483"
"Flagstaff Hill,-35.0486099,138.5852223"
"Hackham - Onkaparinga Hills,-35.14222315,138.5516769"
"Hackham West - Huntfield Heights,-35.14709225,138.51407155"
"Happy Valley,-35.0765679,138.5757472"
"Lonsdale,-35.1066033,138.4924173"
