"SA2,""latitude.y"",""longitude.y"""
"Temora,-34.3830356,147.468585992081"
"Wagga Wagga - East,-35.1305838,147.4050207"
"Wagga Wagga - North,-35.0940156,147.3778057"
"Wagga Wagga - South,-35.115,147.3677778"
"Wagga Wagga - West,-28.3354867,116.9388705"
"Wagga Wagga Surrounds,-25,135"
"Riverina Region nfd,-25,135"
"Bombala,-36.9113175,149.2389375"
"Cooma,-36.23563,149.1264221"
"Cooma Surrounds,-25,135"
"Jindabyne - Berridale,-36.3657920600506,148.826996808687"
"Tumbarumba,-35.7764898,148.010062"
"Tumut,-35.3015747,148.2226744"
"Tumut Surrounds,-25,135"
"Snowy Mountains Region nfd,-25,135"
"Batemans Bay,-35.7072183,150.178289"
"Batemans Bay - South,-35.7072183,150.178289"
"Bega - Tathra,-36.7101182,149.954642093229"
"Bega-Eden Hinterland,-28.0112438,153.4130309"
"Broulee - Tomakin,-35.8373901,150.1798504"
"Deua - Wadbilliga,-36.0901111,149.73254445"
"Eden,-37.0640494,149.9035118"
"Eurobodalla Hinterland,-25,135"
"Merimbula - Tura Beach,-36.8566506,149.9183263"
"Moruya - Tuross Head,-35.98463065,150.1100587"
"Narooma - Bermagui,-36.32343865,150.1045599"
"Dapto - Avondale,-29.6287665,151.46733115"
"Horsley - Kembla Grange,-34.4800835,150.7968157"
"Port Kembla Industrial,-25,135"
"Unanderra - Mount Kembla,-34.44843055,150.82639325"
"Illawarra Catchment Reserve,-35.44324,149.10946"
"Albion Park - Macquarie Pass,-34.5650046,150.70803295"
"Albion Park Rail,-34.5625775,150.7978168"
"Kiama,-34.6958202,150.795912313851"
"Kiama Downs - Minnamurra,-34.633877946702,150.85909019261"
"Kiama Hinterland - Gerringong,-29.8730991,142.9139273"
"Shellharbour - Flinders,-34.5888917,150.84581485"
"Shellharbour - Oak Flats,-34.5651299,150.8191239"
"Warilla,-34.552341,150.8594438"
"Balgownie - Fairy Meadow,-34.395368,150.8963847"
"Corrimal - Tarrawanna - Bellambi,-34.3713788333333,150.898208933333"
"Figtree - Keiraville,-34.4199958,150.8608504"
"Helensburgh,-34.1908519,150.9822187"
"Thirroul - Austinmer - Coalcliff,-34.2883656,150.941879566667"
"Woonona - Bulli - Russell Vale,-34.3458303,150.907198666667"
"Berry - Kangaroo Valley,-34.7577273,150.6146141"
"Callala Bay - Currarong,-35.0054563,150.77164805"
"Culburra Beach,-34.9287373,150.7628684"
"Ettrema - Sassafras - Budawang,-36.0664100333333,148.547082766667"
"Huskisson - Vincentia,-35.05439845,150.672947"
"North Nowra - Bomaderry,-34.85595995,150.5962953"
"Nowra,-34.8741198,150.6004709"
"St Georges Basin - Erowal Bay,-35.1096291,150.63009185"
"Sussex Inlet - Berrara,-35.1809143,150.5745445"
"Tomerong - Wandandian - Woollamia,-35.0549805333333,150.582767166667"
"Ulladulla,-35.3621503,150.4751713"
"Ulladulla Surrounds,-25,135"
"Berkeley - Lake Heights - Cringila,-34.4762651,150.863440633333"
"Port Kembla - Warrawong,-34.48600375,150.881175369996"
"Windang - Primbee,-34.5064219,150.8755755"
"Wollongong - East,-34.4253582,150.896673"
"Wollongong - West,-34.4242537,150.8673533"
"South Coast Region nfd,-25,135"
"Jervis Bay,-35.1494368,150.7085321"
"Albury - East,-36.0836038,146.9301371"
"Albury - North,-36.0568968,146.9276652"
"Albury - South,-36.0896834,146.9169707"
"Albury Surrounds,-25,135"
"Lavington,-36.0507987,146.9336621"
"Wentworth - Buronga,-34.171246,142.182381"
"Wentworth-Balranald Region,-25,135"
"Corowa,-35.9995747,146.3906094"
"Corowa Surrounds,-25,135"
"Deniliquin,-35.5302183,144.9597178"
"Deniliquin Surrounds,-25,135"
"Moama,-36.1054404,144.758824"
"Tocumwal - Finley - Jerilderie,-35.6052623333333,145.626091766667"
"Murray Region nfd,-25,135"
"Transit NSW,-31.5344983,159.0779425"
"Unknown Region NSW,-30.4029958,152.9759939"
"Offshore and Migratory NSW,-33,146"
"Brunswick East,-37.7688802,144.9776825"
"Brunswick West,-37.7633334,144.9425563"
"Pascoe Vale South,-37.7434265,144.9384767"
"Alphington - Fairfield,-37.7770644,145.0175517"
"Thornbury,-37.7549944,144.9985944"
"Ascot Vale,-37.7753252,144.921825"
"Flemington,-37.7867587,144.9193668"
"Moonee Ponds,-37.765935,144.9192614"
"Carlton,-37.8004228,144.9684343"
"Docklands,-37.8175423,144.9394923"
"East Melbourne,-37.812498,144.9858851"
"Flemington Racecourse,-37.78925135,144.912771258826"
"Kensington (Vic.),-37.7939378,144.9305645"
"Parkville,-37.7871148,144.9515533"
"West Melbourne - Industrial,-37.8083671,144.813062348975"
"Albert Park,-37.8452062,144.957105"
"Elwood,-37.8788568,144.9855487"
"Port Melbourne,-37.8333613,144.9219203"
"St Kilda East,-37.8668218,145.0021657"
"Armadale,-32.1791895,116.106678401012"
"Prahran - Windsor,-37.85197465,144.99128525438"
"Toorak,-37.8507577,145.0136375"
"Abbotsford,-37.8045508,144.9988542"
"Carlton North - Princes Hill,-37.7791754,144.961689457275"
"Collingwood,-37.802104,144.9881387"
"Fitzroy,-37.8010382,144.9792611"
"Fitzroy North,-37.7833316,144.9837074"
"Clifton Hill - Alphington,-37.7836342,145.0133223"
"Ashburton (Vic.),-37.862047,145.0812907"
"Balwyn,-37.8091737,145.0833678"
"Balwyn North,-37.7919518,145.0842372"
"Camberwell,-37.8384623,145.0740767"
"Glen Iris - East,NA,NA"
"Hawthorn East,-37.8313785,145.0499797"
"Kew East,-37.7904215,145.0527906"
"Surrey Hills (West) - Canterbury,-37.82499345,145.0905718"
"Bulleen,-37.7688992,145.0871992"
"Doncaster,-37.7848299,145.1238431"
"Templestowe,-37.7540588,145.1486152"
"Templestowe Lower,-37.7638749,145.1122762"
"Blackburn,-37.82013725,145.150049618224"
"Blackburn South,-37.8388322,145.1487848"
"Box Hill,-37.8215116,145.1261267"
"Box Hill North,-37.8056831,145.1295748"
"Burwood (Vic.),-37.851671,145.0805767"
"Burwood East,-37.8535935,145.150423"
"Surrey Hills (East) - Mont Albert,-37.82139395,145.10397605"
"Beaumaris,-37.9822122,145.0389098"
"Brighton (Vic.),-37.9081962,144.9957991"
"Brighton East,-37.9171728,145.0163663"
"Highett (West) - Cheltenham,-37.88423615,144.9856549"
"Hampton,-37.9381127,145.0014764"
"Sandringham - Black Rock,-37.9621131,145.0188197"
"Bentleigh - McKinnon,-37.9225042,145.0448596"
"Carnegie,-37.88622945,145.058569545967"
"Caulfield - North,-37.870828,145.0218005"
"Caulfield - South,-37.894699,145.0249323"
"Elsternwick,-37.88499375,145.001023086258"
"Hughesdale,-37.8938651,145.075510722327"
"Murrumbeena,-37.89031495,145.067597181292"
"Ormond - Glen Huntly,-37.8823261,144.9830584"
"Aspendale Gardens - Waterways,-38.01846105,145.1251783"
"Braeside,-38.0005245,145.1229578"
"Carrum - Patterson Lakes,-38.0716798,145.148473848813"
"Chelsea - Bonbeach,-38.06230615,145.126848422349"
"Chelsea Heights,-38.0395381,145.132786"
"Highett (East) - Cheltenham,-37.96030305,145.03764485"
"Edithvale - Aspendale,-38.0365046,145.1075721"
"Mentone,-37.9827704,145.065819"
"Moorabbin - Heatherton,-37.94743685,145.07977310922"
"Moorabbin Airport,-37.9784512,145.098350999683"
"Mordialloc - Parkdale,-38.0054479,145.080970609154"
"Malvern - Glen Iris,-37.86405695,145.052630395482"
"Malvern East,-37.876835,145.0658739"
"Bundoora - East,-37.7010202,145.058423978349"
"Greensborough,-37.7037383,145.107910521311"
"Heidelberg - Rosanna,-37.7470363180431,145.057984436557"
"Heidelberg West,-37.7382431,145.0433922"
"Ivanhoe,-37.7688774,145.0454487"
"Ivanhoe East - Eaglemont,-37.7685648,145.0577772"
"Montmorency - Briar Hill,-37.709882,145.1229282"
"Viewbank - Yallambie,-37.7325379,145.09337735"
"Watsonia,-37.7109468,145.0837808"
"Kingsbury,-37.715569,145.0355601"
"Mill Park - North,NA,NA"
"Thomastown,-37.6832672,145.0081104"
"Whittlesea,-37.5121301,145.1177321"
"Airport West,-37.7222576,144.8834942"
"Essendon Airport,-37.72660985,144.901318015111"
"Keilor,-37.7113545,144.8250696"
"Niddrie - Essendon West,-37.7294529,144.876828547613"
"Strathmore,-37.7333202,144.9182433"
"Coburg North,-37.7272635,144.967853787234"
"Fawkner,-37.7146535,144.9605402"
"Sunbury,-37.5791363,144.7279832"
"Broadmeadows,-37.68305265,144.919485870602"
"Campbellfield - Coolaroo,-37.6626863,144.94280705"
"Gladstone Park - Westmeadows,-37.68809785,144.88236695"
"Greenvale - Bulla,-37.6362643,144.8419101"
"Meadow Heights,-37.6511668,144.9185521"
"Melbourne Airport,-37.6667554,144.828850141171"
"Tullamarine,-37.704658,144.8717732"
"Bayswater,-31.909036,115.903913494315"
"Knoxfield - Scoresby,-37.8828919,145.257137903948"
"Lysterfield,-37.9348771,145.3017588"
"Rowville - Central,-35.9039587,148.22555475"
"Wantirna,-37.8523357,145.2259721"
"Wantirna South,-37.8737902,145.2217475"
"Donvale - Park Orchards,-37.7727895,145.193712742555"
"Warrandyte - Wonga Park,-37.7383933,145.24534425"
"Bayswater North,-37.8260474,145.2819271"
"Croydon Hills - Warranwood,-37.77367715,145.2583475"
"Ringwood,-37.8158726,145.22911125106"
"Ringwood East,-37.8117518,145.2499467"
"Ringwood North,-37.7950927,145.2331186"
"Forest Hill,-37.8362738,145.1690911"
"Mitcham (Vic.),-37.8180929,145.1928003"
"Nunawading,-37.82050305,145.175133241587"
"Vermont,-37.8379913,145.19836"
"Vermont South,-37.854386,145.1878065"
"Berwick - North,-33.88462885,151.279478754085"
"Doveton,-37.9887542,145.2385975"
"Hallam,-38.0179565,145.270313068678"
"Narre Warren North,-37.9813391,145.3129016"
"Cranbourne,-38.0997308,145.2807256"
"Cranbourne South,-38.1577683,145.2624214"
"Cranbourne West,-38.102241,145.2517182"
"Lynbrook - Lyndhurst,-38.0571509,145.2493376"
"Pearcedale - Tooradin,-38.20237955,145.227266475446"
"Clarinda - Oakleigh South,-37.9430061496236,145.097340897588"
"Clayton South,-37.9320359,145.1245064"
"Dandenong North,-37.9558319,145.2143234"
"Dingley Village,-37.9755762,145.1256478"
"Noble Park North,-37.9512702,145.1908377"
"Springvale,-37.94958925,145.153782617087"
"Springvale South,-37.9708611,145.1478692"
"Ashwood - Chadstone,-37.87447595,145.10118555"
"Glen Waverley - East,NA,NA"
"Glen Waverley - West,NA,NA"
"Mount Waverley - North,-37.867609,145.141679991341"
"Mount Waverley - South,NA,NA"
"Mulgrave,-37.9261741,145.1723107"
"Oakleigh - Huntingdale,-37.9103749,145.103430209062"
"Wheelers Hill,-37.9103266,145.1895175"
"Ardeer - Albion,-37.78407645,144.81537645"
"Cairnlea,-37.7593157,144.7878098"
"Delahey,-37.7198138,144.7773228"
"Keilor Downs,-37.7205762,144.8047614"
"Kings Park (Vic.),-37.7337122,144.7719526"
"St Albans - North,-37.73191635,144.801368481563"
"St Albans - South,-37.7534166,144.81281"
"Sunshine,-37.78861155,144.832961070035"
"Sunshine North,-37.7639467,144.8361969"
"Sunshine West,-37.7983442,144.8110919"
"Sydenham,-33.9147428,151.1661069"
"Taylors Lakes,-37.698633,144.7863077"
"Altona,-37.86715875,144.829497424727"
"Altona Meadows,-37.8814419,144.7845482"
"Altona North,-37.8378229,144.8342853"
"Newport,-37.8423064,144.883562239702"
"Seabrook,-37.8806797,144.7578334"
"Williamstown,-37.8611788,144.8898569"
"Braybrook,-37.7867076,144.8548451"
"Footscray,-37.7981339,144.897345"
"Maribyrnong,-37.7695144,144.8902049"
"Seddon - Kingsville,-37.80891995,144.8875529"
"West Footscray - Tottenham,-37.8005053,144.87363985"
"Yarraville,-37.81574515,144.889967722071"
"Melton West,-37.6798651,144.5528895"
"Rockbank - Mount Cottrell,-37.7585604,144.64255995"
"Taylors Hill,-37.7152241,144.7533127"
"Hoppers Crossing - North,NA,NA"
"Hoppers Crossing - South,NA,NA"
"Laverton,-28.6263144,122.4033812"
"Werribee - South,-37.939627,144.697546"
"Doncaster East - North,-37.7934078018141,145.064092045527"
"Bentleigh East - North,NA,NA"
"Bentleigh East - South,-37.92262315,145.081322871365"
"Preston - East,-37.743756,145.006301682444"
"Epping - South,-33.77393285,151.082038582996"
"South Morang - South,-37.64924405,145.067245009866"
"Wollert,-37.5939889,145.0337333"
"Gowanbrae,-37.7027183,144.8975976"
"Hadfield,-37.7101582,144.9502764"
"Craigieburn - North,-37.5748787,144.920198"
"Mickleham - Yuroke,-37.5889543,144.8791693"
"Boronia,-37.860645,145.2848446"
"Ferntree Gully (South) - Upper Ferntree Gully,-35.2743386,147.6758992"
"The Basin,-37.8556937,145.3214075"
"Croydon - East,-37.7923651,145.3036171"
"Croydon - West,-34.8890035,138.5590316"
"Croydon South,-37.8155329,145.2780722"
"Endeavour Hills - North,NA,NA"
"Narre Warren - South West,NA,NA"
"Narre Warren South - East,NA,NA"
"Noble Park - East,NA,NA"
"Burnside,-34.944479,138.64729584785"
"Burnside Heights,-37.7324225,144.7555804"
"Caroline Springs,-37.7340623,144.7370017"
"Point Cook - East,NA,NA"
"Point Cook - South,-37.89624645,144.71677305"
"Werribee - East,NA,NA"
"Werribee - West,-31.7763065,116.361842"
"Brunswick - North,-33.2444233,115.8440942"
"Brunswick - South,-37.77889535,144.972418973166"
"Coburg - East,-27.532575089667,153.274449279474"
"Coburg - West,-27.5314375873383,153.25349160408"
"Northcote - East,-34.8984122,138.6093546"
"Northcote - West,-34.8983,138.60921"
"Essendon (West) - Aberfeldie,-37.756225,144.89102085"
"Essendon - East,-37.74151395,144.871904016366"
"Melbourne CBD - East,-37.8175803,144.969976380949"
"Melbourne CBD - West,-37.83638385,144.976662425297"
"North Melbourne,-37.8076092,144.9423514"
"Southbank (West) - South Wharf,-37.82761185,144.95388345"
"Port Melbourne Industrial,-37.8308777,144.927815403749"
"South Melbourne,-37.83344,144.9570533"
"St Kilda - Central,-37.8508465,144.9803185"
"St Kilda - West,-37.8579958,144.9712452"
"South Yarra - South,-37.8377695,144.9918537"
"Richmond (South) - Cremorne,-33.8242890883028,151.229636240397"
"Richmond - North,-33.5750113,150.7056842"
"Hawthorn - North,-37.7615795555451,144.836491408695"
"Hawthorn - South,-37.8407955,145.049630079274"
"Kew - West,-33.87293295,151.181243433538"
"Reservoir - North East,NA,NA"
"Reservoir - South West,NA,NA"
"Doreen - North,NA,NA"
"Lalor - West,-33.8379515,121.904923044368"
"Mernda - South,-37.6142369,145.096978897665"
"Avondale Heights,-37.7614537,144.862141"
"Keilor East,-37.739339,144.8591851"
"Glenroy - East,-34.8539897,138.5381443"
"Glenroy - West,-37.7059763,144.908685308395"
"Oak Park,-37.7180181,144.9215041"
"Pascoe Vale,-37.7308567,144.928195"
"Diggers Rest,-37.6275995,144.7200075"
"Sunbury - South,-32.7077041,147.594012"
"Roxburgh Park (South) - Somerton,-32.74400905,150.51574415"
"Roxburgh Park - North,NA,NA"
"Clyde North - South,-33.73270935,151.10806795"
"Cranbourne East - North,-38.1177554004664,145.319458744913"
"Cranbourne North - East,-38.08644755,145.315208680417"
"Hampton Park - East,NA,NA"
"Dandenong - North,-37.9558319,145.2143234"
"Dandenong - South,-38.0279936,145.2209236"
"Keysborough - South,-38.01181515,145.160652538855"
"Clayton (North) - Notting Hill,-37.90469735,145.1345271"
"Deer Park,-37.7686602,144.7713077"
"Derrimut,-37.7987978,144.776051"
"Brookfield,-27.488929,152.907882042032"
"Cobblebank - Strathtulloh,-37.7224953,144.6007895"
"Eynesbury - Exford,-37.7610021943459,144.565126666721"
"Fraser Rise - Plumpton,-35.7313265,147.78008955"
"Hillside,-37.6904862,144.7417358"
"Kurunjang - Toolern Vale,-37.6350496,144.5928199"
"Melton,-37.6835714,144.5828446"
"Melton South - Weir Views,-37.7214595,144.5702513"
"Manor Lakes - Quandong,-37.8517229,144.5500367"
"Point Cook - North East,NA,NA"
"Tarneit - Central,-37.83690985,144.692919433225"
"Truganina - North,NA,NA"
"Truganina - South East,NA,NA"
"Wyndham Vale - North,NA,NA"
"Melbourne Region nfd,-25,135"
"Alfredton,-37.558214,143.7998153"
"Ballarat,-37.5623013,143.8605645"
"Buninyong,-37.6502361,143.8839811"
"Delacombe,-37.584019,143.817212827874"
"Smythes Creek,-37.6028625,143.767162954822"
"Wendouree - Miners Rest,-37.5077703,143.8147951"
"Avoca,-37.0889278,143.473745"
"Beaufort,-37.4292674,143.3832189"
"Golden Plains - North,NA,NA"
"Ballarat East - Warrenheip,-37.5698519,143.9114038"
"Ballarat North - Invermay,-37.53256915,143.884167083412"
"Canadian - Mount Clear,-37.5942397,143.8715272"
"Sebastopol - Redan,-37.5708861030443,143.84244712636"
"Ballarat Region nfd,-25,135"
"Maryborough (Vic.),-37.0467582,143.7375721"
"Maryborough Surrounds,-25,135"
"Bendigo,-36.7590183,144.2826718"
"California Gully - Eaglehawk,-36.7263274818488,144.244863608099"
"East Bendigo - Kennington,-36.7547305,144.3164735"
"Flora Hill - Spring Gully,-36.78869115,144.29359415"
"Kangaroo Flat - Golden Square,-36.7906045,144.2475756"
"Maiden Gully,-36.7558305,144.207572857769"
"Strathfieldsaye,-36.8054885,144.363043197231"
"White Hills - Ascot,-32.07862275,148.6833587"
"Bendigo Surrounds - South,NA,NA"
"Castlemaine,-37.0664778,144.2200032"
"Castlemaine Surrounds,-25,135"
"Heathcote,-36.9160908,144.7033003"
"Bendigo Surrounds - North,NA,NA"
"Loddon,-36.4047762,143.9115536"
"Bendigo Loddon Region nfd,-25,135"
"Ararat,-37.2834165,142.9319447"
"Ararat Surrounds,-25,135"
"St Arnaud,-36.614998,143.255393"
"Stawell,-37.0586869,142.7745476"
"Central Highlands Region nfd,-25,135"
"Echuca,-36.1281405,144.7516955"
"Kyabram,-36.3131874,145.0480905"
"Lockington - Gunbower,-36.111855,144.4319961"
"Rochester,-36.36426835,144.694622470367"
"Rushworth,-36.5860102,145.01557"
"Cobram,-35.9197782,145.6484379"
"Moira,-35.9260337,144.8464092"
"Numurkah,-36.0930602,145.4416699"
"Yarrawonga,-36.0141692,146.0063494"
"Central Murray Region nfd,-25,135"
"Bannockburn,-38.0443362,144.1738367"
"Golden Plains - South,-29.3837369,147.5710838"
"Belmont,-27.5147784,153.1268563"
"Geelong,-38.1493248,144.3598241"
"Geelong West - Hamlyn Heights,-38.1340959,144.319455166811"
"Highton,-38.1709191,144.3190212"
"Lara,-38.0235346,144.4088294"
"Leopold,-38.1891547,144.4644962"
"Newcomb - Moolap,-38.163745,144.4037863"
"Newtown (Vic.),-38.1539124,144.3350959"
"North Geelong - Bell Park,-38.1012774,144.344765115809"
"Clifton Springs,-38.15307,144.5726575"
"Portarlington,-38.1156562,144.6530634"
"Point Lonsdale - Queenscliff,-36.02744945,147.9495368"
"Charlemont,-38.20975,144.3686705"
"Corio - Lovely Banks,-38.0908362,144.3366178"
"Grovedale - Mount Duneed,-38.2169039,144.3241686"
"Norlane,-38.0918861,144.3536879"
"Barwon Heads - Armstrong Creek,-38.2347987565082,144.375960863359"
"Ocean Grove,-38.267045,144.52487"
"Geelong Region nfd,-25,135"
"Drouin,-38.1361683,145.8564344"
"Mount Baw Baw Region,-34.6994,149.6390222"
"Trafalgar (Vic.),-38.161548,146.131611743094"
"Warragul,-38.1588674,145.933629"
"Foster,-38.6509683,146.20186"
"Korumburra,-38.4321809,145.8236012"
"Leongatha,-38.4761569,145.9458605"
"Wilsons Promontory,-38.9567021,146.351478448446"
"Churchill,-38.3148078,146.4240251"
"Moe - Newborough,-38.1712932,146.2884624048"
"Morwell,-38.2363218,146.3977575"
"Yallourn North - Glengarry,-38.1280385,146.5106877"
"Alps - West,-31.8862045,116.210585801066"
"Longford - Loch Sport,-38.1982310106455,147.338956055586"
"Maffra,-37.9652474,146.9764384"
"Rosedale,-38.184623,146.826684097563"
"Sale,-38.1094463,147.0656717"
"Yarram,-38.5616717,146.675887"
"Traralgon - East,-38.1852795,146.588008325457"
"Traralgon - West,-38.18797835,146.517818345705"
"Gippsland Region nfd,-25,135"
"Euroa,-36.773286,145.582930999369"
"Kilmore - Broadford,-37.19585655,145.0687636"
"Nagambie,-36.791516,145.213989506601"
"Seymour,-37.0241543,145.1362432"
"Seymour Surrounds,-25,135"
"Wallan,-37.4168041,145.0052646"
"Mooroopna,-36.3944882,145.360182"
"Shepparton - North,-36.322336,145.388706095246"
"Shepparton Surrounds - East,NA,NA"
"Shepparton Surrounds - West,NA,NA"
"Kialla,-36.445075,145.406457770405"
"Shepparton - South East,NA,NA"
"Goulburn Region nfd,-25,135"
"Winchelsea,-38.2419077,143.9859604"
"Lorne - Anglesea,-38.35951315,144.295545736217"
"Torquay,-38.3266551,144.3134076"
"Glenelg (Vic.),-37.5403033,141.3972946"
"Portland,-38.3456231,141.6042304"
"Camperdown,-33.8896116,151.1800986"
"Colac,-38.3399766,143.5858537"
"Colac Surrounds,-25,135"
"Corangamite - North,NA,NA"
"Corangamite - South,-38.1910078256602,143.514428205762"
"Otway,-25.0263507,150.0516251"
"Moyne - East,NA,NA"
"Moyne - West,NA,NA"
"Warrnambool - North,-33.8523849,151.2472022"
"Warrnambool - South,-38.3953833,142.471065581354"
"Great Ocean Road Region nfd,-25,135"
"Alexandra,-37.192428,145.710775"
"Mansfield (Vic.),-37.0521238,146.0881576"
"Yea,-37.2130473,145.4224688"
"Benalla,-36.5517611,145.9833562"
"Benalla Surrounds,-25,135"
"Rutherglen,-36.0538594,146.4601363"
"Wangaratta,-36.356434,146.3228311"
"Wangaratta Surrounds,-25,135"
"Beechworth,-36.3594929,146.687012"
"Bright - Mount Beauty,-36.73861675,147.0947629"
"Chiltern - Indigo Valley,-36.1408099556443,146.658305774986"
"Myrtleford,-36.5609628,146.7236797"
"Towong,-36.1196387,147.956557510194"
"Yackandandah,-36.329865,146.851678540101"
"Kinglake,-37.5327424,145.341131"
"High Country Region nfd,-25,135"
"Alps - East,-36.8259505016505,147.522094352058"
"Bairnsdale,-37.8254509,147.6304752"
"Bruthen - Omeo,-37.4043723,147.72290165"
"Lake King,-33.0870239,119.6887676"
"Lakes Entrance,-37.8794582,147.9943828"
"Orbost,-37.7037061,148.4554712"
"Paynesville,-28.05835465,118.336133905435"
"Lakes Region nfd,-25,135"
"Bacchus Marsh Surrounds,-25,135"
"Gordon (Vic.),-37.5812116,144.1079005"
"Kyneton,-37.247494,144.4552171"
"Woodend,-37.3536857,144.5341381"
"Gisborne,-37.486723,144.5904237"
"Macedon,-37.4214267,144.5636447"
"Riddells Creek,-37.4649363,144.6799996"
"Romsey,-37.3518801,144.7374475"
"Bacchus Marsh,-37.6751897,144.4366202"
"Macedon Region nfd,-25,135"
"Irymple,-34.235623,142.1704328"
"Merbein,-34.167621,142.0581482"
"Mildura Surrounds,-25,135"
"Red Cliffs,-34.3070205,142.1895377"
"Gannawarra,-35.7169085,144.146036325897"
"Kerang,-35.7338373,143.9204152"
"Robinvale,-34.5840409,142.7739356"
"Swan Hill,-35.3390784,143.5588436"
"Swan Hill Surrounds,-25,135"
"Mildura - North,-34.18587495,142.165308334789"
"Mildura - South,-34.2076255140706,142.122921537661"
"Mallee Region nfd,-25,135"
"West Wodonga,-36.101468,146.827513386938"
"Baranduda - Leneva,-36.2328523351744,146.89538378752"
"Wodonga,-36.1205539,146.8880837"
"Murray East Region nfd,-25,135"
"Carrum Downs,-38.1003312,145.1788657"
"Frankston,-38.15092505,145.142238982302"
"Frankston North,-38.1228524,145.1609788"
"Frankston South,-38.1765027,145.1295641"
"Langwarrin,-38.1545829,145.1973931"
"Seaford (Vic.),-38.1040134,145.1282259"
"Skye - Sandhurst,-36.5043911,141.94703825"
"Dromana,-38.3418285,144.9655838"
"Flinders,-20.862898,144.252607330979"
"Hastings - Somers,-38.3489766,145.17932165"
"Mount Eliza,-38.1837759,145.0892789"
"Mount Martha,-38.2754676,145.0307737"
"Point Nepean,-38.3016568,144.6527242"
"Rosebud - McCrae,-38.3655058,144.9216808"
"Somerville,-38.22542,145.1763347"
"Mornington - East,-27.1172211735302,152.990926246268"
"Mornington - West,-33.160206,116.028745429781"
"Peninsula Region nfd,-25,135"
"French Island,-38.350499,145.388668569995"
"Phillip Island,-38.50717805,145.18881031587"
"Wonthaggi - Inverloch,-38.6303597329017,145.650262214814"
"Phillip Island Region nfd,-25,135"
"Creswick - Clunes,-37.4133572514781,143.891589732323"
"Daylesford,-37.3414775,144.1465866"
"Spa Country Region nfd,-25,135"
"Horsham,-36.7148099,142.2018105"
"Horsham Surrounds,-25,135"
"West Wimmera,-36.57850695,141.401181951155"
"Hamilton (Vic.),-37.7433872,142.0242865"
"Southern Grampians,-37.530315,141.958039086591"
"Western Grampians Region nfd,-25,135"
"Nhill Region,-25,135"
"Yarriambiack,-36.0284095,142.388467696582"
"Buloke,-35.844697,142.992670449365"
"Wimmera Region nfd,-25,135"
"Upper Yarra Valley,-37.7603369,145.0894399"
"Eltham,-37.71373595,145.147673043218"
"Hurstbridge,-37.639423,145.1921491"
"Panton Hill - St Andrews,-37.6422952,145.23929221645"
"Plenty - Yarrambat,-37.65290375,145.105114721721"
"Research - North Warrandyte,-37.7352814,145.2221688"
"Wattle Glen - Diamond Creek,-37.6696414,145.1700803"
"Belgrave - Selby,-37.9149787,145.3723184"
"Chirnside Park,-37.9047634,144.65304239395"
"Healesville - Yarra Glen,-37.6539925402802,145.443773672003"
"Kilsyth,-37.8037844,145.3134593"
"Lilydale - Coldstream,-37.7322072,145.3401958"
"Monbulk - Silvan,-37.831793,145.4285463"
"Montrose,-37.8106247,145.3421513"
"Mooroolbark,-37.784697,145.3131856"
"Mount Dandenong - Olinda,-37.8525427190201,145.362001910103"
"Mount Evelyn,-37.7873186,145.3883037"
"Upwey - Tecoma,-37.90361235,145.331356942182"
"Wandin - Seville,-37.7906299,145.4355517"
"Yarra Valley,-37.7549851,145.522537"
"Emerald - Cockatoo,-30.73112695,146.82755625"
"Beaconsfield - Officer,-38.02301195,145.411508972318"
"Bunyip - Garfield,-38.0989509,145.7207056"
"Koo Wee Rup,-38.1990553,145.492854"
"Pakenham - North East,NA,NA"
"Yarra Valley and Dandenong Ranges nfd,-25,135"
"Upper Yarra Region nfd,-25,135"
"Transit VIC,-37.68448815,144.946923300676"
"Unknown Region VIC,-37,145"
"Offshore and Migratory VIC,-37,145"
"Alexandra Hills,-27.5232672,153.2214907"
"Belmont - Gumdale,-27.4949596,153.1298245"
"Birkdale,-27.4943324,153.2151619"
"Capalaba,-27.522037,153.1918063"
"Thorneside,-27.483362,153.201292"
"Wellington Point,-27.4840595,153.240742542181"
"Cleveland,-27.5262987,153.2667298"
"Ormiston,-27.5070155,153.259893017171"
"Redland Bay,-27.6126945,153.3036238"
"Sheldon - Mount Cotton,-27.60249325,153.2122913"
"Thornlands,-27.558201,153.2666265"
"Victoria Point,-27.5843003,153.300364"
"Brisbane Port - Lytton,-27.4262446,153.142242013228"
"Manly - Lota,-27.4624342,153.187546820563"
"Manly West,-27.4619537,153.1692817"
"Murarrie,-27.44912,153.106053376176"
"Tingalpa,-27.473625,153.125053737929"
"Wakerley,-27.4819726,153.1617698"
"Wynnum,-27.4377187,153.16597426909"
"Wynnum West - Hemmant,-27.45227345,153.14336135"
"Bald Hills,-37.447638,143.838136401484"
"Bridgeman Downs,-27.351757,152.993631567438"
"Carseldine,-27.3470687,153.0288395"
"Everton Park,-27.39827975,152.987525898974"
"McDowall,-27.3819605,152.993224591784"
"Aspley,-27.3656925,153.016960521462"
"Chermside,-27.384991,153.033321961966"
"Chermside West,-27.384145,153.012509361369"
"Geebung,-27.3686814,153.0472237"
"Kedron - Gordon Park,-27.4170877122225,153.032516189433"
"Stafford,-27.4108007,153.010386455015"
